1.5,-29.0,-16.0,-23.5,0.7308375053289836,0.3672978219325668
1.5,-28.5,-16.0,-24.0,0.72955796415807,0.35553293518527834
1.5,-27.5,-14.5,-24.0,0.7364339926793705,0.3490726371562502
1.5,-28.0,-16.0,-24.0,0.7284175718891123,0.3548745294018139
1.5,-28.0,-16.0,-24.0,0.7284175718891123,0.3548745294018139
1.5,-29.0,-16.0,-23.0,0.7308375053289836,0.37712488249966053
1.5,-29.0,-16.5,-23.0,0.7270636585418523,0.37930371395809126
1.5,-29.0,-15.0,-23.5,0.7371986228749295,0.36362522900506816
1.5,-29.0,-15.5,-24.5,0.7342009498183875,0.34195825677222824
1.5,-29.0,-16.0,-24.5,0.7308375053289836,0.34390014235358995
1.5,-29.0,-28.0,-23.5,0.27158243316302766,0.6324488614742826
1.5,-29.5,-28.5,-24.5,0.213206661146674,0.6444122171272509
1.5,-29.0,-26.0,-24.0,0.45248107737318316,0.5169808372356887
1.5,-29.5,-29.0,-24.0,0.1460971207647009,0.6955294646031297
1.5,-29.0,-29.0,-23.0,0.1446614519578966,0.7155537847059701
1.5,-29.5,-28.5,-23.0,0.213206661146674,0.6776369572733215
1.5,-29.0,-28.0,-22.5,0.27158243316302766,0.6510342989908957
1.5,-29.5,-28.0,-22.5,0.27301810196983195,0.6518631827629713
1.5,-30.0,-28.5,-22.5,0.21481750804217423,0.6873253571115812
1.5,-30.0,-29.5,-22.5,0.0724098248919045,0.7695444713130604
1.5,-30.0,-29.5,-23.5,0.0724098248919045,0.7509590337964472
1.5,-30.0,-29.5,-23.0,0.0724098248919045,0.7607860943635409
1.5,-28.5,-28.5,-23.0,0.21049145116895587,0.6760693300617796
1.5,-29.5,-28.5,-23.0,0.213206661146674,0.6776369572733215
1.5,-29.0,-28.5,-23.0,0.2117709923398697,0.6768080735012458
1.5,-30.0,-29.0,-24.5,0.1477079676602011,0.6840879512207155
1.5,-30.0,-29.5,-24.0,0.0724098248919045,0.7399328904886251
1.5,-30.0,-28.0,-24.0,0.2746289488653322,0.6231816248272762
1.5,-30.0,-29.5,-24.0,0.0724098248919045,0.7399328904886251
1.5,-29.5,-28.5,-23.5,0.213206661146674,0.6678098967062278
1.5,-30.0,-28.5,-23.5,0.21481750804217423,0.668739919594968
1.5,-29.0,-28.5,-23.0,0.2117709923398697,0.6768080735012458
1.5,-28.0,-28.0,-22.5,0.26916249972315626,0.6496371497679649
