1.5,-33.0,-25.5,-31.0,0.5039043739746655,0.10106584260512742
1.5,-33.5,-26.0,-32.0,0.47387616607658,-0.00900806108909055
1.5,-33.5,-25.5,-31.0,0.5075106109706189,0.10314790450550274
1.5,-35.0,-26.0,-31.5,0.4875563590833762,0.06846046303956492
1.5,-31.0,-26.0,-30.5,0.45936292911054893,0.16944916167022178
1.5,-31.0,-25.5,-31.5,0.4929973740045878,0.032764122841757254
1.5,-31.0,-25.0,-32.5,0.5229741045700077,-0.13217232836110962
1.5,-33.5,-25.0,-32.5,0.5374873415360387,-0.12379310709195875
1.5,-34.5,-23.5,-31.0,0.6178236421360995,0.04937319128805104
1.5,-35.0,-24.5,-30.5,0.5778843237814479,0.13357577132062967
1.5,-34.5,-26.0,-30.5,0.4824624139317843,0.1827856554499037
1.5,-35.5,-25.5,-32.0,0.526906304442703,-0.01722880805548031
1.5,-35.5,-26.0,-31.0,0.4932718595486642,0.13376486916634703
1.5,-35.0,-26.0,-30.5,0.4875563590833762,0.18572664605441241
1.5,-35.0,-24.5,-32.0,0.5778843237814479,-0.05326067270783354
1.5,-36.0,-25.0,-31.0,0.5632959320057476,0.10074142769922392
1.5,-35.5,-25.5,-31.5,0.526906304442703,0.0523414529581354
1.5,-35.5,-25.0,-31.5,0.556883035008123,0.035034379496765446
1.5,-34.5,-24.5,-32.5,0.572790378629856,-0.1342607800402235
